s34-000022	Ég hef af hógværð spurt eftir því á skjalasafninu hvort skýrslan sé komin.	t002661	ég hef af hógværð spurt eftir því á skjalasafninu hvort skýrslan sé komin
s34-000023	Framboð edrú ökumanna og viðurkenning á að þeirra sé þörf er mikilvæg.	t005565	framboð edrú ökumanna og viðurkenning á að þeirra sé þörf er mikilvæg
s34-000024	Þetta eru bara kaup kaups.	t020811	þetta eru bara kaup kaups
s34-000025	Húnbogi og félagar sváfu í kojum.	t007999	húnbogi og félagar sváfu í kojum
s34-000027	Hún fann til sviða við það að skinnið spratt í sundur.	t008061	hún fann til sviða við það að skinnið spratt í sundur
s34-000028	Þetta eru athuganir byggðar á síðustu tölum Hagtíðinda um þennan þátt þjóðmála.	t020806	þetta eru athuganir byggðar á síðustu tölum hagtíðinda um þennan þátt þjóðmála
s34-000029	Reynt er að hafa áhrif á framfærsluvísitölu með því að halda verðinu innanlands niðri.	t013157	reynt er að hafa áhrif á framfærsluvísitölu með því að halda verðinu innanlands niðri
s34-000030	Eins svo oft áður hafa töluverð vandræði fylgt því að finna kónginum eftirmann.	t003782	eins svo oft áður hafa töluverð vandræði fylgt því að finna kónginum eftirmann
s34-000031	Svo ekki sé minnst á kynhneigð.	t014934	svo ekki sé minnst á kynhneigð
s34-000033	En hún er ekki komin það enn þá, jafnvel þótt stöðvarnar séu komnar.	t004371	en hún er ekki komin það enn þá jafnvel þótt stöðvarnar séu komnar
s34-000034	Þegar ísbjörninn hafði gert árangurslausar tilraunir til að skríða undir hjólhýsið lagðist hann við hliðina á því og sleikti sælgætið.	t019925	þegar ísbjörninn hafði gert árangurslausar tilraunir til að skríða undir hjólhýsið lagðist hann við hliðina á því og sleikti sælgætið
s34-000035	Það er sagt við þá: Þið fáið kannske álver einhvern tíma.	t017588	það er sagt við þá þið fáið kannske álver einhvern tíma
s34-000037	Dætur hennar hétu Hnoss og Gersemi.	t001935	dætur hennar hétu hnoss og gersemi
s34-000038	Hvar stóðst þú í þessari herferð allri?	t008659	hvar stóðst þú í þessari herferð allri
s34-000039	Hún Hulda vinkona okkar frá Skúfsstöðum er horfin yfir móðuna miklu.	t008207	hún hulda vinkona okkar frá skúfsstöðum er horfin yfir móðuna miklu
s34-000040	Ég hef kallað þau hreppsráð.	t002712	ég hef kallað þau hreppsráð
s34-000041	Enn eitt parið hjá Ólafíu!	t004498	enn eitt parið hjá ólafíu
s34-000043	Aðalpíanókennarinn var bolhár og spilaði oft lagið „Hefur þú heyrt af djöngum?“.	t000051	aðalpíanókennarinn var bolhár og spilaði oft lagið hefur þú heyrt af djöngum
s34-000044	Sá elsti var leiðtogi hópsins.	t013290	sá elsti var leiðtogi hópsins
s34-000046	Ég vænti þess og svo kynni að fara um fleiri.	t003286	ég vænti þess og svo kynni að fara um fleiri
s34-000048	Kápan og kjóllinn eru úr blómum.	t009862	kápan og kjóllinn eru úr blómum
s34-000049	Komdu með rauðkál í blússi, gúrku og púðursykur á kjötið.	t010002	komdu með rauðkál í blússi gúrku og púðursykur á kjötið
s34-000050	Þeir hafa öðrum hnöppum að hneppa.	t020125	þeir hafa öðrum hnöppum að hneppa
s34-000051	Kólera breiðist nú hratt út á Haíti.	t009997	kólera breiðist nú hratt út á haíti
s34-000052	Vorið blés óhroða í augu mér.	t016950	vorið blés óhroða í augu mér
s34-000053	Hákarl er mesta hnossgæti á Íslandi.	t006260	hákarl er mesta hnossgæti á íslandi
s34-000054	Ég er nú hræddur um það.	t002486	ég er nú hræddur um það
s34-000055	Einn kjúklingur, skorinn í bita	t003707	einn kjúklingur skorinn í bita
s34-000056	Ef það gerist verður að plokka höfuð maursins út.	t002304	ef það gerist verður að plokka höfuð maursins út
s34-000057	Því sé töluvert um aftanákeyrslur.	t021637	því sé töluvert um aftanákeyrslur
s34-000058	Tvö komma sjö prósent segjast myndu kjósa aðra flokka.	t015608	tvö komma sjö prósent segjast myndu kjósa aðra flokka
s34-000059	Það eru bara tvö ártöl.	t017671	það eru bara tvö ártöl
s34-000060	Svo er þó auðvitað ekki.	t014953	svo er þó auðvitað ekki
s34-000061	Það eru óhrein öfl á ferli meðal mótmælenda á Austurvelli.	t017710	það eru óhrein öfl á ferli meðal mótmælenda á austurvelli
s34-000062	Hjá Ólafi Ragnari leið þó eitt ár.	t007668	hjá ólafi ragnari leið þó eitt ár
s34-000063	Egill Jónsson, þarna rétt yfir minkabúunum í Nesjunum, í lágflugi.	t002926	egill jónsson þarna rétt yfir minkabúunum í nesjunum í lágflugi
s34-000064	Sú gæti þó orðið raunin.	t014702	sú gæti þó orðið raunin
s34-000065	Sjö ungmenni unnu tvöfalt á mótinu.	t014045	sjö ungmenni unnu tvöfalt á mótinu
s34-000066	Börn þyngri en fimmtán kíló eigi ekki að setja í innkaupakerrur.	t001830	börn þyngri en fimmtán kíló eigi ekki að setja í innkaupakerrur
s34-000067	Það var sú hrollvekja sem fólk talaði um.	t018577	það var sú hrollvekja sem fólk talaði um
s34-000068	Hann er væntanlega að draga björg í bú úti á hafi.	t006449	hann er væntanlega að draga björg í bú úti á hafi
s34-000069	Setjið í pott, með pínulitlu vatni, saltið.	t013718	setjið í pott með pínulitlu vatni saltið
s34-000070	Þá sogist fjármagn úr bönkum á Spáni og Ítalíu.	t019519	þá sogist fjármagn úr bönkum á spáni og ítalíu
s34-000071	Þar stendur feitur fauti með pulsupakka í hendinni.	t019428	þar stendur feitur fauti með pulsupakka í hendinni
s34-000072	Einn leikur er eftir í riðlinum og það er gegn Kósóvó hér heima á mánudag.	t003708	einn leikur er eftir í riðlinum og það er gegn kósóvó hér heima á mánudag
s34-000073	Þetta er að sjálfsögðu stórhneyksli.	t020617	þetta er að sjálfsögðu stórhneyksli
s34-000074	Í pokanum var pappírsbunki og á blöðin var skrifað á kínversku.	t009262	í pokanum var pappírsbunki og á blöðin var skrifað á kínversku
s34-000075	Bragi Ólafsson gaf út sína fyrstu ljóðabók Dragsúg	t001845	bragi ólafsson gaf út sína fyrstu ljóðabók dragsúg
s34-000076	Eða jú, í passlegum skömmtum.	t002091	eða jú í passlegum skömmtum
s34-000077	Vantar ekki bara orðið kynhneigð þarna inn?	t016015	vantar ekki bara orðið kynhneigð þarna inn
s34-000078	Að hverju ert þú að hlæja, puntudúkkan þín?	t000148	að hverju ert þú að hlæja puntudúkkan þín
s34-000079	Viðbrögð sýslumannsins á Keflavíkurflugvelli eru aumkunarverð.	t016313	viðbrögð sýslumannsins á keflavíkurflugvelli eru aumkunarverð
s34-000080	Einnig er fjallað um merkingu hugtakanna kyn, kynhneigð og kynhlutverk.	t003644	einnig er fjallað um merkingu hugtakanna kyn kynhneigð og kynhlutverk
s34-000081	Eða voru þeir blindaðir af hroka?	t002100	eða voru þeir blindaðir af hroka
s34-000082	Við þekkjum nú öll ákaflega vel, hver er háttur pörupilta yfirleitt.	t016761	við þekkjum nú öll ákaflega vel hver er háttur pörupilta yfirleitt
s34-000083	Hrafninn flýgur um aftaninn, hans eru ei kjörin góð.	t007887	hrafninn flýgur um aftaninn hans eru ei kjörin góð
s34-000084	Hún saltaði og reykti kjöt, bjó til kæfu og ógrynni af sultu.	t008299	hún saltaði og reykti kjöt bjó til kæfu og ógrynni af sultu
s34-000085	Orðið vöxtur er stafað V Ö X T U R	t012733	orðið vöxtur er stafað v ö x t u r
s34-000086	Framburður ákærða, þótt óljós sé, hnígur í sömu átt.	t005566	framburður ákærða þótt óljós sé hnígur í sömu átt
s34-000087	Þótt Elísabet sé aldurhnigin hefur heilsu hennar lítið hrakað.	t021298	þótt elísabet sé aldurhnigin hefur heilsu hennar lítið hrakað
s34-000088	Ekki sé hægt að geyma það í tönkum til eilífðarnóns.	t003975	ekki sé hægt að geyma það í tönkum til eilífðarnóns
s34-000089	Nei, hríðskotarifflar skyldu það vera.	t011636	nei hríðskotarifflar skyldu það vera
s34-000090	Tvö þúsund manns voru viðstaddir þegar minnismerkið var afhjúpað.	t015627	tvö þúsund manns voru viðstaddir þegar minnismerkið var afhjúpað
s34-000091	Lög um friðun snæhéra voru ein þeirra.	t010539	lög um friðun snæhéra voru ein þeirra
s34-000092	Tíu vikna kjaradeila er langt reiptog.	t015399	tíu vikna kjaradeila er langt reiptog
s34-000093	Þau kærðu úrskurðinn sem var látinn standa.	t019650	þau kærðu úrskurðinn sem var látinn standa
s34-000094	Efst á honum er frjóhnappurinn.	t002201	efst á honum er frjóhnappurinn
s34-000095	Gamall hrokagikkur gengur niður strætið.	t005805	gamall hrokagikkur gengur niður strætið
s34-000096	Jósef kemur til Stjörnunnar frá uppeldisfélagi sínu Grindavík en hann samdi til þriggja ára.	t009697	jósef kemur til stjörnunnar frá uppeldisfélagi sínu grindavík en hann samdi til þriggja ára
s34-000097	Öll hafa þau kært lekann til lögreglu.	t012650	öll hafa þau kært lekann til lögreglu
s34-000098	Og veistu, sagði hún, svo pompuðum við í sjóinn.	t012411	og veistu sagði hún svo pompuðum við í sjóinn
s34-000099	Flestir fengu inni hjá ættingjum	t005394	flestir fengu inni hjá ættingjum
s34-000100	Ég tek undir þannig pælingar, það er alveg sjálfsagt.	t003206	ég tek undir þannig pælingar það er alveg sjálfsagt
s34-000101	Þetta er lausung og los.	t020719	þetta er lausung og los
s34-000102	Það er þó ófrágengið mál.	t017804	það er þó ófrágengið mál
s34-000103	Daði Örn Jónsson Hannes Hlífar Stefánsson	t001927	daði örn jónsson hannes hlífar stefánsson
s34-000104	Hann var að spila á píanóið og drekka púrtara.	t006977	hann var að spila á píanóið og drekka púrtara
s34-000105	En hví er ég að þusa um þetta?	t004421	en hví er ég að þusa um þetta
s34-000106	Á öllu þessu svæði eru margir nautgripir og einnig margt sauðfé auk nokkurra hrossa.	t000965	á öllu þessu svæði eru margir nautgripir og einnig margt sauðfé auk nokkurra hrossa
s34-000107	Á Þórshöfn er öll gisting upppöntuð og ekki iðnaðarmann að fá.	t001432	á þórshöfn er öll gisting upppöntuð og ekki iðnaðarmann að fá
s34-000108	Þessi fjárhæð hafi komið til lækkunar á endanlegri kröfugerð stefnda í þrotabú Páls Pálssonar.	t020355	þessi fjárhæð hafi komið til lækkunar á endanlegri kröfugerð stefnda í þrotabú páls pálssonar
s34-000109	Það er sko ekki í hendi.	t017617	það er sko ekki í hendi
s34-000110	Blámi sperrti eyru og skott og hnusaði út í loftið.	t001723	blámi sperrti eyru og skott og hnusaði út í loftið
s34-000111	Sjö tilboð bárust í skipið.	t014029	sjö tilboð bárust í skipið
s34-000112	Gríðarlega jafn leikur en Eyjapeyjar kórónuðu ævintýri vetrarins með mögnuðum sigri.	t006005	gríðarlega jafn leikur en eyjapeyjar kórónuðu ævintýri vetrarins með mögnuðum sigri
s34-000113	Hressó er kaffihús og skemmtistaður.	t007902	hressó er kaffihús og skemmtistaður
s34-000114	Hann segist sjaldan hafa upplifað„ jafn súrrealísk, hrokafull og ömurleg samskipti“.	t006842	hann segist sjaldan hafa upplifað jafn súrrealísk hrokafull og ömurleg samskipti
s34-000115	Vængirnir sem standa upp af geimstöðinni eru sólarrafhlöður hennar.	t015965	vængirnir sem standa upp af geimstöðinni eru sólarrafhlöður hennar
s34-000116	Þeir úða samt framan í hana einni bunu af piparúða.	t020236	þeir úða samt framan í hana einni bunu af piparúða
s34-000117	Hitt málið snerist einnig um fjárkúgun.	t007654	hitt málið snerist einnig um fjárkúgun
s34-000118	Ég get ekki séð þau rök sem hníga að þessu.	t002621	ég get ekki séð þau rök sem hníga að þessu
s34-000119	Brauðið sé keypt frosið af heildsölu.	t001853	brauðið sé keypt frosið af heildsölu
s34-000120	Ekkert er nú fjær en þetta.	t003855	ekkert er nú fjær en þetta
s34-000121	En nei, heilt lag skyldi það vera.	t004488	en nei heilt lag skyldi það vera
s34-000122	Ófrískar konur sem taka ópíöt geta jafnframt gert barn sitt háð efninu.	t012129	ófrískar konur sem taka ópíöt geta jafnframt gert barn sitt háð efninu
s34-000123	Jaðarinn féll niður á parti og dróst saman í hnút.	t009509	jaðarinn féll niður á parti og dróst saman í hnút
s34-000124	Hún þótti beinlínis púkaleg á tíma útrásarinnar.	t008478	hún þótti beinlínis púkaleg á tíma útrásarinnar
s34-000125	Ópíöt eru mjög vanabindandi efni sem fólk getur myndað mikið þol við.	t012717	ópíöt eru mjög vanabindandi efni sem fólk getur myndað mikið þol við
s34-000126	Í skemmu þar hjá var fjórhjól sem Matthías Máni tók.	t009319	í skemmu þar hjá var fjórhjól sem matthías máni tók
s34-000127	Enn paufuðust þeir áfram, en voru orðnir örþreyttir.	t004532	enn paufuðust þeir áfram en voru orðnir örþreyttir
s34-000128	Sjö gista fangageymslur eftir nóttina.	t014015	sjö gista fangageymslur eftir nóttina
s34-000129	Tvö ársverk voru þá skráð hjá félaginu.	t015580	tvö ársverk voru þá skráð hjá félaginu
s34-000130	Hann er aldrei hér, aldrei við.	t006395	hann er aldrei hér aldrei við
s34-000131	Þó trúðarnir veki óhug hjá einhverjum, gleðjast aðrir.	t021293	þó trúðarnir veki óhug hjá einhverjum gleðjast aðrir
s34-000133	Það sé jafnvel auðveldara að vera utan þess.	t018235	það sé jafnvel auðveldara að vera utan þess
s34-000134	Í íbúðinni fundust þrettán kíló af efni sem talið er vera heróín.	t009100	í íbúðinni fundust þrettán kíló af efni sem talið er vera heróín
s34-000135	Ábúandi einnar jarðarinnar sem á land í Dyrhólaey kærði ráðninguna.	t000033	ábúandi einnar jarðarinnar sem á land í dyrhólaey kærði ráðninguna
s34-000136	Miklu meira yrði úr gjafafé ef góðgerðarsamtök nytu skattaívilnana.	t011320	miklu meira yrði úr gjafafé ef góðgerðarsamtök nytu skattaívilnana
s34-000137	Á myndunum hér að ofan má sjá selflutning á sláturfé yfir gömlu stálbrúna á Jökuldal.	t000857	á myndunum hér að ofan má sjá selflutning á sláturfé yfir gömlu stálbrúna á jökuldal
s34-000138	Framtíð okkar svo fallvölt er,	t005597	framtíð okkar svo fallvölt er
s34-000139	Maðurinn sem ráðist var á í Reykjanesbæ hlaut beinbrot og skrámur en slasaðist ekki lífshættulega.	t010634	maðurinn sem ráðist var á í reykjanesbæ hlaut beinbrot og skrámur en slasaðist ekki lífshættulega
s34-000140	Það var þetta með sjö mögru árin og feitu árin, kýrnar hans faraós og kornhlöðurnar.	t018600	það var þetta með sjö mögru árin og feitu árin kýrnar hans faraós og kornhlöðurnar
s34-000141	Elliði slær á létta strengi í svari sínu, segist telja að fréttastjórinn sé fínn peyi.	t004087	elliði slær á létta strengi í svari sínu segist telja að fréttastjórinn sé fínn peyi
s34-000142	Í rafhlöðunum er mikil, samþjöppuð orka.	t009263	í rafhlöðunum er mikil samþjöppuð orka
s34-000143	Páll Pétursson sem eru á móti hernum.	t012870	páll pétursson sem eru á móti hernum
s34-000144	En það er nú öðru nær.	t004725	en það er nú öðru nær
s34-000145	Var einhvern tímann rætt í nefndinni hvar hin tvö ættu að vera?	t016038	var einhvern tímann rætt í nefndinni hvar hin tvö ættu að vera
s34-000146	Þetta á að gera í gegnum síma í þinghléinu.	t020571	þetta á að gera í gegnum síma í þinghléinu
s34-000147	Um tvö þúsund manns eru nú á Austurvelli.	t015744	um tvö þúsund manns eru nú á austurvelli
s34-000148	Nei, hér keyrði blind einkavæðing málið fram.	t011619	nei hér keyrði blind einkavæðing málið fram
s34-000149	Þarna er talsverð útgerð og tvö hraðfrystihús.	t019325	þarna er talsverð útgerð og tvö hraðfrystihús
s34-000150	Tónverkið Blár eftir Messíönu verður fluttu af segulbandi á sýningartíma.	t015486	tónverkið blár eftir messíönu verður fluttu af segulbandi á sýningartíma
s34-000151	Þetta er handa þér, sagði hann, og rétti munkinum einn hlutann.	t020691	þetta er handa þér sagði hann og rétti munkinum einn hlutann
s34-000152	Á Mikladal er þó komin stórhríð og þar er þungfært.	t000838	á mikladal er þó komin stórhríð og þar er þungfært
s34-000153	Það eru ýmsir vinklar á ríkisvæðingu Glitnis.	t017744	það eru ýmsir vinklar á ríkisvæðingu glitnis
s34-000154	Páfagaukar af þessu tagi eru mjög dýrir.	t012852	páfagaukar af þessu tagi eru mjög dýrir
s34-000155	Það er nefnilega töff bransi að halda úti vefriti.	t017529	það er nefnilega töff bransi að halda úti vefriti
s34-000156	Mágur er stafað M Á G U R.	t010689	mágur er stafað m á g u r
s34-000157	Málið sé illa undirbúið og auki rekstrarkostnað.	t010719	málið sé illa undirbúið og auki rekstrarkostnað
s34-000158	Sama er að segja í Árbæ þar sem ég á nú krakka.	t013361	sama er að segja í árbæ þar sem ég á nú krakka
s34-000159	Lúðvík Kristinsson starfar hjá Öryggi rafverktökum á Húsavík.	t010577	lúðvík kristinsson starfar hjá öryggi rafverktökum á húsavík
s34-000160	Aukin bílaumferð hægir á Strætó og dregur úr samkeppnishæfni hans.	t001324	aukin bílaumferð hægir á strætó og dregur úr samkeppnishæfni hans
s34-000161	Sá sem hlær á aðeins óheyrða hina hræðilegu frétt.	t013543	sá sem hlær á aðeins óheyrða hina hræðilegu frétt
s34-000162	Í maí tók stjórnin úr sambandi fasteignaskatt sem hann vill afnema.	t009154	í maí tók stjórnin úr sambandi fasteignaskatt sem hann vill afnema
s34-000163	Var það bæting hjá Kristínu.	t016073	var það bæting hjá kristínu
s34-000164	Það vill oft verða svo.	t018654	það vill oft verða svo
s34-000165	Hvaða sko á þá við í þeim efnum?	t008544	hvaða sko á þá við í þeim efnum
s34-000166	Annar er dökkklæddur en hinn er í rauðri hettuúlpu í hvítu í ermunum.	t000917	annar er dökkklæddur en hinn er í rauðri hettuúlpu í hvítu í ermunum
s34-000167	Þúsundir manna hafa flúið átakasvæðin í austurhluta Kongó yfir til Úganda í þessari viku.	t021514	þúsundir manna hafa flúið átakasvæðin í austurhluta kongó yfir til úganda í þessari viku
s34-000168	Okkur finnst kannske, Íslendingum, þessi umræða vera okkur fjarlæg.	t012571	okkur finnst kannske íslendingum þessi umræða vera okkur fjarlæg
s34-000169	Múgurinn mun áfram borga skuldirnar.	t011428	múgurinn mun áfram borga skuldirnar
s34-000170	Hagur flugfélaganna stóð svo tæpt að þau réðu illa við launahækkanir.	t006249	hagur flugfélaganna stóð svo tæpt að þau réðu illa við launahækkanir
s34-000171	Þannig á hinn löghlýðni borgari að ganga fram.	t019040	þannig á hinn löghlýðni borgari að ganga fram
s34-000172	Þessi tími er þrjú kjörtímabil.	t020463	þessi tími er þrjú kjörtímabil
s34-000173	Hin tvö hjólin hafi stöðvað en svo haldið áfram.	t007611	hin tvö hjólin hafi stöðvað en svo haldið áfram
s34-000174	Þar hefur snjó kyngt niður og allt flug legið niðri.	t019255	þar hefur snjó kyngt niður og allt flug legið niðri
s34-000175	Já, við hringdum suður og pöntuðum, sagði Aron.	t009603	já við hringdum suður og pöntuðum sagði aron
s34-000176	Nemar úr Kvennó hjálpuðu til við undirbúning	t011714	nemar úr kvennó hjálpuðu til við undirbúning
s34-000177	Réttarþróun í þessum efnum hefur mjög gengið í þá átt að rýmka málfrelsi í stjórnmálaumræðum.	t013106	réttarþróun í þessum efnum hefur mjög gengið í þá átt að rýmka málfrelsi í stjórnmálaumræðum
s34-000178	Dósóþeus Tímóteusson sem stundum dvaldi þar líka var skáld gott.	t002035	dósóþeus tímóteusson sem stundum dvaldi þar líka var skáld gott
s34-000179	Sveinn ætlar því ekki að borga.	t014863	sveinn ætlar því ekki að borga
s34-000180	Jón Þór Jósepsson, er forseti Rótarýklúbbs Sauðárkróks.	t009692	jón þór jósepsson er forseti rótarýklúbbs sauðárkróks
s34-000181	En spurningin um það, af hverju dýrtíðin er svo taumlaus, leitar á.	t004612	en spurningin um það af hverju dýrtíðin er svo taumlaus leitar á
s34-000182	Við verðum að kúldrast í stofum og einkaherbergjum úti í bæ, hér og þar.	t016684	við verðum að kúldrast í stofum og einkaherbergjum úti í bæ hér og þar
s34-000183	Ég tel að hér sé um að ræða metnaðarfullt frumvarp hjá utanríkisráðherra.	t003214	ég tel að hér sé um að ræða metnaðarfullt frumvarp hjá utanríkisráðherra
s34-000184	Þeir þjást bara af djúprættu öryggisleysi.	t020270	þeir þjást bara af djúprættu öryggisleysi
s34-000185	Svo er gengið algerlega fram hjá útvegsmönnum.	t014939	svo er gengið algerlega fram hjá útvegsmönnum
s34-000186	Eyjapeyinn byrjaði ungur að teikna og segist alltaf hafa haft gaman af því myndræna.	t005103	eyjapeyinn byrjaði ungur að teikna og segist alltaf hafa haft gaman af því myndræna
s34-000187	Rúmt ár er síðan málið komst upp.	t013246	rúmt ár er síðan málið komst upp
s34-000188	Nettóeignin er því mjög svipuð.	t011725	nettóeignin er því mjög svipuð
s34-000189	Nei, hver eru fyrstu viðbrögðin?	t011644	nei hver eru fyrstu viðbrögðin
s34-000190	En þríeykið er ekki eitt um að bjarga eyjunni.	t004882	en þríeykið er ekki eitt um að bjarga eyjunni
s34-000191	Sá gjörningur gefur manni von.	t013323	sá gjörningur gefur manni von
s34-000192	Ljóst er að Hafró telur sig þurfa auknar rannsóknir.	t010470	ljóst er að hafró telur sig þurfa auknar rannsóknir
s34-000193	Hún hefur þó ekki stórar áhyggjur af hnignun tungumálsins.	t008166	hún hefur þó ekki stórar áhyggjur af hnignun tungumálsins
s34-000194	Þetta skapaði ákveðna spennu sem ljær ljóðunum aukna dýpt.	t021026	þetta skapaði ákveðna spennu sem ljær ljóðunum aukna dýpt
s34-000195	Væntanlega þarf eitt til tvö ársverk til að koma þeirri skrá í viðunandi horf.	t015969	væntanlega þarf eitt til tvö ársverk til að koma þeirri skrá í viðunandi horf
s34-000196	Er það virkilega svo auðvelt?	t005047	er það virkilega svo auðvelt
s34-000197	Svíþjóð varð á dögunum eitt af fyrstu löndum heims til að prufukeyra rafknúna vegi.	t014899	svíþjóð varð á dögunum eitt af fyrstu löndum heims til að prufukeyra rafknúna vegi
s34-000198	Nokkrar eyjar í Lófót eru alveg einangraðar.	t011807	nokkrar eyjar í lófót eru alveg einangraðar
s34-000199	Þau eru heppin því þau gátu fengið húsaskjól hjá ættingjum.	t019562	þau eru heppin því þau gátu fengið húsaskjól hjá ættingjum
s34-000200	Nú, jæja, það var mikils vert að fá þessar upplýsingar.	t011973	nú jæja það var mikils vert að fá þessar upplýsingar
s34-000201	Noel hætti, sagði bless og stakk af.	t011796	noel hætti sagði bless og stakk af
s34-000202	Foreldrar í bænum eru felmtri slegnir vegna þessa.	t005487	foreldrar í bænum eru felmtri slegnir vegna þessa
s34-000203	Ég vildi nú óska þess, að form.	t003420	ég vildi nú óska þess að form
s34-000204	Einnig verða rafhlöður en þær hafa að vísu takmarkaða hleðslu.	t003693	einnig verða rafhlöður en þær hafa að vísu takmarkaða hleðslu
s34-000205	Þeir lentu í hríð og flugu á fjall og létust allir.	t020171	þeir lentu í hríð og flugu á fjall og létust allir
s34-000206	Þar erum við með Kjarval, Louisu Matthíasdóttur, Svavar Guðnason og Ásmund Sveinsson.	t019202	þar erum við með kjarval louisu matthíasdóttur svavar guðnason og ásmund sveinsson
s34-000207	Til er sá utanríkisráðherra sem hér stendur.	t015294	til er sá utanríkisráðherra sem hér stendur
s34-000208	Við teljum einnig að sko, tíminn sé núna.	t016658	við teljum einnig að sko tíminn sé núna
s34-000209	Yfir þau þyrfti að fara.	t016997	yfir þau þyrfti að fara
s34-000210	Kjarnorkan sé ætluð til raforkuframleiðslu.	t009960	kjarnorkan sé ætluð til raforkuframleiðslu
s34-000211	Ég sný mér við og sé hnefann koma í andlitið á mér.	t003186	ég sný mér við og sé hnefann koma í andlitið á mér
s34-000212	Sagt er, að hér sé átt við síldarmat.	t013328	sagt er að hér sé átt við síldarmat
s34-000213	Svona árás í dagsbirtu á helsta bæ Palestínumanna á vesturbakkanum er óvenjuleg.	t015028	svona árás í dagsbirtu á helsta bæ palestínumanna á vesturbakkanum er óvenjuleg
s34-000214	Hvað ef þú ættir vélmenni?	t008560	hvað ef þú ættir vélmenni
s34-000215	Tölur sem menn hafa eru, sko, eins árs gamlar.	t015466	tölur sem menn hafa eru sko eins árs gamlar
s34-000216	Stjórnvöld í Eþíópíu hafa fordæmt ódæðið.	t014557	stjórnvöld í eþíópíu hafa fordæmt ódæðið
s34-000217	Ég er henni svo hjartanlega sammála.	t002469	ég er henni svo hjartanlega sammála
s34-000218	Tekið var fram í auglýsingunni að æskilegar kennslugreinar væru tónmennt og píanókennsla.	t015198	tekið var fram í auglýsingunni að æskilegar kennslugreinar væru tónmennt og píanókennsla
