news_id,quote
20242602127,"Hér liggja augljóslega að baki hagsmunir manns sem ber sama kenninafn og þekktur glæpamaður. Undanþágunni er ætlað að vernda hinn saklausa borgara af samsömun við glæpamanninn. Ekki öfugt. Það hefur fráleitt verið ætlun löggjafans að vernda glæpamenn frá eigin kenninafni eða auðvelda þeim að fela brotaferil sinn á bak við nýtt nafn,"
20242602127,"Þarna er verið að setja tjáningarfrelsinu skorður og er það vandmeðfarið. Tjáningarfrelsið er eitt af grundvallarréttindum í lýðræðislegu samfélagi. Mohamad var neitað um viðtal án þess að það lægi fyrir að hverju viðtalið sneri,"
20242602127,"Ég er verjandi hans en það er þó ekki mitt hlutverk að verja hans persónu og ætla ég ekkert að tjá mig um alla þessa umfjöllun hvað það varðar. Hins vegar er hlutverk mitt sem verjandi að verja réttindi hans. Þar af leiðandi sé ég mig knúinn til að svara tvennu í þessu öllu saman,"
20242602128,"Það er uppsöfnuð úrkoma, sem er enn að skila sér í árnar. Þess vegna er enn að bætast í þessar ár og fólk þarf að sýna aðgát og ekki henda sér út í eitthvað sem það treystir sér eða farartæki sínu ekki úti í, og skoða aðstæður vel bæði hjá Vegagerðinnig og á Veður.is."
20242602128,"Já, það tekur svolítinn tíma áður en það nær niður á núllið, eða eðlilega vatnshæð á þessu svæði."
20242602144,"Við erum ekki par. En við erum alltaf saman, við erum bestu vinir,"
20242602152,"Þetta leggst bara vel í mig. Þetta er bara hrikalega mikilvægur leikur, eins og allir aðrir leikir hjá okkur þessa dagana. Við þurfum virkilega að fara að sækja fleiri stig. Það er bara augljóst,"
20242602152,"Þetta er búið að vera frekar mikið. En það er bara svo mikið sem maður hefur stjórn á þessu. Við þurfum bara glíma við þetta,"
20242602152,"Við erum með aðra menn sem stíga inn og erum ennþá með sterkt lið, finnst mér, mjög sterkt lið. Það þýðir ekkert að væla yfir þessu."
20242602152,"Ég býst bara við hörkuleik milli tveggja liða sem þurfa helst stigin. En auðvitað held ég að þetta verði þægilegra fyrir þá að koma inn og geta beðið og séð hvað við ætlum að gera,"
20242602152,"Ég reikna með að þeir komi þokkalega sáttir með stigið til að byrja með en reyni að refsa okkur. Þeir sjá eflaust möguleika í því, eðlilega, á miðað við hvernig við höfum spilað undanfarið,"
20242602168,"Foreldrar hennar hlupu á eftir henni. Þetta var hræðilegt. Ég hef aldrei séð annað eins,"
20242602168,"Ég sá sjúkraliða, karla og konur, grátandi. Fólk grét á götum úti."
20242602184,"Ég er hérna með nemendur mína sem eru í sínum flottustu búningum og maður getur ekki verið annað en stoltur. Þeir vekja líka gríðarlega athygli þessir búningar okkar. Við erum með tískusýningu á hverju götuhorni. Færeyingarnir eru að stoppa okkur og spyrja okkur hvaðan búningarnir séu og það eru tekin viðtöl í sjónvarpinu,"
20242602184,"Sagan sýnir okkur það að þessi smáu eyjaríki eru oft fastheldin á siðina sína og stolt af því sem þau eiga. Maður finnur rosalega mikið fyrir stoltinu hérna. Það er mjög áþreifanlegt á þessum dögum,"
20242602184,"Það er stórkostlegur munur núna heima og fyrir þrjátíu árum. Þegar við maðurinn minn kynntumst í kringum 2000 fórum við saman á 17. júní í Hafnarfirði þar sem við búum og þar var eitt annað par í þjóðbúningum. Núna erum við að halda samkomur á 17. þar sem mæta á annað hundrað manns,"
20242602184,"En þetta snýr líka að varðveislunni. Ef enginn hefði verið að varðveita þessa menningu væri enginn að hugsa um að eignast þjóðbúning á Íslandi. Við eigum stórmerkilega búningasögu,"
20242602184,"Þetta er bara fatnaður sem þróast í notkun þjóða. Þetta er ekkert sem varð til einn daginn,"
20242602184,"Langar okkur bara til að eiga þessi flottu föt, langar okkur að varðveita menningararf? Þetta er eins og Íslendingasögurnar, þetta er eins og tungumálið, þetta er eins og þjóðfáninn eða sjálfstæði þjóðarinnar. Þetta eru vörður í sögu þjóðarinnar,"
20242602191,"Það var gríðarlega mikilvægt að ná að jafna. Bæði bara að ná í stig og svo bara fyrir okkur sem lið með lítið sjálfstraust að tapa ekki. Það hefði líka verið rán að mínu mati ef við hefðum ekki fengið neitt út úr þessum leik,"
20242602191,"Mér fannst við heilt yfir sterkari aðilinn í þessum leik og við þurfum að fara að nýta það betur þegar við höfum yfirburði í leikjum. Það var samt karakter að koma til baka og ná einhverju út úr þessum leik,"
20242602191,"Við erum að leita að liðsstyrk og ég vona að við náum að stækka hópinn okkar í glugganum. Ég er samt ekki djúpur inni í þeim samnningaviðræðum sem eru í gangi og því veit ég ekki hver staðan er á því. Sjáum hvað setur,"
20242602191,"Ef þú hefðir talað við mig í hálfleik þá væri ég hæstánægður með þetta stig. Við vorum mjög slakir í fyrri hálfleik en það var allt annað að sjá okkur í seinni hálfleik. Það var sterkt að ná að komast yfir og það var sanngjarnt miðað við hvernig við spiluðum í seinni hálfleik,"
20242602191,"Það var svekkjandi að ná ekki að halda þetta út og fá mark á okkur eftir tilviljunarkennt atvik eftir fast leikatriði. Við verðum hins vegar bara að taka þessu stigi og halda áfram. Stigasöfnunin hefur verið góð undanfarið og það er gott að halda áfram að tapa ekki,"
20242602191,"Við erum ánægðir með að Viðar Örn sé kominn á blað. Hann hefur verið að spila vel í síðustu leikum og er kominn í gott form. Viðar náði í víti á móti Vestra og hlaupatölurnar sýna að hann er að komast í mjög gott form. Vonandi verður áframhald á þessu hjá honum,"
20242602201,"Guðlaug Edda var í því sem kallast briefing á lélegri íslensku í morgun. Þar er farið í gegnum brautina, í sundinu, hjólinu og prófa þetta allt saman. Þá var náttúrulega aðalmálið á tæknifundinum hvort verði synt eða ekki,"
20242602201,"Þau fengu ekki að synda í morgun í þessari prófkeyrslu, þá fór hún í sundlaugina í staðinn seinni partinn. En þau sem stjórna þessu eru mjög jákvæð fyrir því að það verði af þessu. Það á ekki að rigna næstu daga og svona,"
20242602201,"Hún er náttúrulega mjög sterk í sundi og hjólreiðunum en liggur aðeins á eftir í hlaupunum vegna þessa mjaðmaskurðs sem hún fór í og er ekki alveg komin til baka þar. Hún er náttúrulega fyrrum sundkona og hennar styrkur liggur í sundinu og hún orðin mjög sterk í sundinu,"
20242602201,"Það væri synd ef sundið yrði tekið í burtu en hún er allt í lagi og tekur bara því sem verður. Mér persónulega finnst alveg fáránlegt þegar hún fer að keppa á Ólympíuleikum og fær ekki að synda eina af þremur greinum í þríþraut,"
20242602201,"Við höldum að þetta verði, en það sé stór möguleiki á því að það verði 2. ágúst frekar en 31. júlí,"
20242602206,"Ég er meira en til í að skrifa upp á samning við Þjóðhátíðarnefnd um að vera með brekkusöng barnanna næstu 25 árin ef það er í boði,"
20242602206,"Það er auðvitað löngu kominn tími á það að við heiðrum börnin og þeirra frábæra tónlistarsmekk með söng, kennum börnunum okkar að syngja almennilegan brekkusöng og er það nákvæmlega það sem við ætlum að gera í ár með því að halda brekkusöng barnanna,"
20242602206,"Stefnan er klárlega sett á það að Lalli töframaður sjái um brekkusöng barnanna að lágmarki næstu 25 árin,"
20242602206,Það var löngu kominn tími á þessa nýju og skemmtilegu hefð sem brekkusöngur barnanna mun verða. Svo er það bara tíminn sem mun leiða það í ljós hvort að þessi nýja hefð muni færa sig upp á stóra sviðið á komandi árum.
20242602206,"Þegar Þjóðhátíðarnefnd hafði samband við mig um að koma og glæða Þjóðhátíð einn meiri töfrum að þá spurði ég þau einfaldlega út í þessa hugmynd um að vera með brekkusöng barnanna og þeim leist strax mjög vel á það,"
20242602206,Gítarinn kemur alltaf með þegar ég er veislustjóri því þegar fólk er komið í stuð að þá er fátt sem sameinar okkur betur en að syngja smá saman.
20242602210,"Þetta er eitthvað athuganaleysi, hún hefur hlaupið á sig, fólk í svona leiðtogastöðum getur ekki verið að þiggja einhver sérkjör. Ég er ekkert að ætla henni það. Ég myndi aldrei leita eftir sérkjörum sem kjörinn leiðtogi,"
20242602210,"Nú er mómentið fyrir Íslendinga að fara að gera eitthvað i þessu. Forsetinn þarf að byrja að vinna að því og ég mun auðvitað fylgjast grannt með hvað hún gerir. Hún er ekki að fara í frí, sko. Hún er að fara að vinna ef það er eitthvað vit í henni."
20242602210,Þú ert með brjálað fólk í stjórnarráðinu sem er að setja framtíð þjóðarinnar í stórhættu. Það er við að brjótast út heimstyrjöld. Þetta eru landráð að hafa gert þessa samninga niðrí Úkraínu. Þar er verið að setja Ísland í stórhættu.
20242602210,Gefum okkur að hún hafi hann ekki. Þá myndi ég fara að leita mér að húsnæði erlendis. Ég er ekki viss um að það verði nein Reykjavík eða Bessastaðir ef ekki verður gripið í taumana. Allaveganna ekki á þeim stað þar sem þær voru síðast. Þetta er alvarlegt mál sem er að gerast og ég var ekki að grínast með það þegar ég sagði að það þyrfti að handtaka Bjarna Ben þegar hann kom til landsins og lesa fyrir hann hvað landráð eru.
20242602211,"Það eina sem stoppar þá er hnefinn, valdbeiting. Ekki er alls staðar sú sama afstaða til laga og réttar og hjá okkur. En við verðum að sætta okkur við það,"
20242602211,"Við erum öll mannleg. Sem betur fer vil ég meina og greinilega í ljósi þessarar stöðu sem ég er kominn í - þá líka því miður. Ég get og hef í gegnum tíðina tekið ýmislegt á kassann, en eftir að hafa til fjölda ára þurft að sitja undir hótunum sem snúa meðal annars að lífi barna minna og ekki fengið neinn stuðning frá embætti Ríkissaksóknara í þeim efnum, tjáði ég mig opinberlega,"
20242602211,Hefði ég mátt sleppa því? Já? Er það tilefni til þess að ég verði leystur undan störfum? Nei. Frekar tel ég tilefni til að Ríkissaksóknari líti sér nær og hugsi leiðir til að veita starfsfólki embættisins stuðning í stöðum sem þessum. Ég tek ábyrgð á orðum mínum en ég er fullfær um að valda starfi mínu. Það er spurning hvort yfirmaður minn sé fær um hið sama.
20242602212,"Nei ég á ekki von á miklum breytingum en það getur vel verið að Sveinn Gísli fari á lán. Það var gaman að geta loksins gefið honum mínútur hér í kvöld þar sem hann hefur ekki fengið að vera í byrjunarliðinu áður. En annars þurfum við meira bara að fá menn til baka eins og Aron og Jón Guðna og Matta sem verður að vísu frá í átta vikur,"
20242602222,Ég sá tölvupóst frá Tinnu með hlekk á frétt um að jökulhlaup væri hafið.
20242602222,Seinni pósturinn var frá ljósmyndaranum okkar sem spurði bara: „Hvorum megin við hlaupið eruð þið?
20242602222,Hvorum megin við hlaupið eruð þið?“ og með fylgdi broskarl.
20242602222,"Svo okkur var brugðið og hugsuðum hver andskotinn væri í gangi,"
20242602222,"Við vorum taugaóstyrk kvöldið áður út af staðsetningunni, óvissu með hvað myndi gerast og það var von á rigningu. Ein spáin sagði 100 prósent líkur á rigningu í Vík í hádeginu þegar athöfnin átti að fara fram,"
20242602222,"Guð minn góður, þetta var það sem við vildum. Að hafa giftingu í næði en á sama tíma streymdum við allri athöfninni til fjölskyldu okkar á Youtube. Við vorum með hljóðnema á okkur og þau heyrðu og sáu allt. Þetta var virkilega yndisleg stund, þrjátíu mínútur af gleði,"
20242602222,"Ég hefði ekki getað ímyndað mér það í mínum villtustu draumum hversu fallegt þetta yrði, hversu gott andrúmsloftið yrði, og bara allt,"
20242602222,"Ég var ástfangin í tvær vikur,"
20242602222,Þetta er ótrúlegur staður og mjög falleg náttúra.
20242602234,"Eigum við að kaupa þessa hringa, kampavín og eitthvað næs nesti og trúlofa okkur á morgun?"
20242602256,"Á þessu frumstigi málsins erum við enn að kanna hver ástæðan er fyrir þessum hræðilega atburði,"
20242602259,"Eins og með öll önnur veikindi þá er tekið á þeim á viðeigandi hátt til að koma í veg fyrir að þau dreifi úr sér innan hópsins,"
20242602261,"Eins og til dæmis að nota pönnur sem maturinn festist ekki við, sem er auðvitað bráðsniðugt en hefur kannski einhverjar afleiðingar. Til að mynda þessi bráðu einkenni sem þessi teflonflensa er."
20242602261,"En af því að þetta hefur þessa vatns- og fitufráhrindandi eiginleikar, þá hefur það náttúrlega reynst þægilegt fyrir okkur í ýmsum iðnaði og þetta er búið að breiðast út,"
20242602261,"Ég myndi mæla með því að nota vörur sem eru merktar sérstaklega flúorefnafríar. Forðast að nota þessa teflonhúð eins og maður getur því það er ekki bara þessi flensa sem við höfum áhyggjur af,"
20242602261,"Og ég gæti talið upp alveg fjölda áhrifa sem við höfum áhyggjur af, eins og áhrif á æxlun, sem veldur gríðarlegum áhyggjum,"
20242602261,Það er auðvitað verið að reyna að takmarka útsetningu eftir að við áttuðum okkur á því hversu skaðlegt þetta getur verið. Vísindamenn eru auðvitað ekki sammála um hversu alvarlegt þetta er en það eru talsverðar áhyggjur og þar af leiðandi eru mörg lönd að gera ráðstafanir til að stjórna notkun og losun á þessum efnum.
20242602261,"Iðnaðurinn getur nýtt sér þetta og það getur leitt til þess að efnin sem heyra undir takmarkanirnar, þeim sé bara skipt út fyrir lík flúorefni sem eru ekki takmörkuð. "
20242602262,"Það er auðveldara að vinna titil en að verja hann, að fara inn í síðasta tímabil sem ríkjandi meistari og ná að halda skildinum í München er annað skref í okkar vegferð. Fyrir mig persónulega var þetta mjög sérstakt þar sem þetta var mitt fyrsta tímabil sem fyrirliði liðsins,"
20242602265,"Stjórnmálin hafa brugðist, sveitarfélögin hafa brugðist, atvinnulífið hefur brugðist og bankakerfið auðvitað líka. Hér stjórnast allt af taumlausri græðgi, fólkið mætir algjörum afgangi og það er ekkert sem er gert til þess að bregðast við hinum raunverulega grundvallarvanda,"
20242602265,"Sem munu birtast í gjaldþroti heimila og fjölda fyrirtækja, með tilheyrandi atvinnuleysi og svo framvegis. Ég veit að þetta er mjög svartsýnt tal en ég hef varað við þessu árum saman, að þetta muni raungerast, og það er að gerast."
20242602265,Það er fátt sem gerir það að verkum að ég hafi trú á því að þetta ástand muni að nokkru breytast á komandi vikum eða mánuðum og því sé ég fátt annað í stöðunni en að verkalýðshreyfingin verði hreinlega að fá fólkið til að rísa upp og þrýsta á að hér verði boðað til kosninga sem allra fyrst.
20242602269,"Þetta er svona góður viðskiptamannaafsláttur hér frá Brimborg fyrir fólk sem er búið að vera lengi í viðskiptum hjá okkur. Bíllinn kostar um 7,9 milljónir á fullu verði og hún staðgreiddi þannig að hún fær aukaafslátt út á það. Þetta er afsláttur í hærri kantinum en í samræmi við þau kjör sem við bjóðum góðum viðskiptavinum Brimborgar,"
20242602269,Það skal tekið fram að við spurðum hana ekki hvort við mættum birta ljósmyndina. Hún verður svo að svara því hvað hún reiknaði með að yrði gert við myndina
20242602269,"Við höfum fengið gríðarlega margar fyrirspurnir vegna bílsins og afsláttarins. Fólk kemur og óskar eftir forsetaafslættinum. Við gáfum t.d. fyrrverandi forseta nemendafélags MH  forsetaafsláttinn. Við erum alltaf til í góða afslætti fyrir góða kúnna,"
20242602281,"Mér finnst það bara flott. Ég svaraði og sagði honum að ég hlakkaði til baráttunnar. Ég kann vel við Harder sem leikmann og hann er að standa sig vel,"
20242602293,"Hann segist alltaf dýrka að vera héraa, það er alla vega það sem maður heyrir,"
20242602293,"Það er auðvitað alltaf smá stress en alltaf jafn skemmtilegt að fá þá í heimsókn. Þeir eru svo ótrúlega yndislegir og almennilegir. Maður er einhvern veginn alltaf í skýjunum þegar þeir eru búnir að vera hérna,"
20242602307,"Það er ennþá svolítið hlaupvatn í ánni, og það tekur einhverja daga fyrir hana að jafna sig alveg en það er eiginlega búið,"
20242602307,"Það hefur gert það áður, 2011 var einmitt svona stórt hlaup, reyndar í Múlakvísl. En í kjölfarið á því var mjög mikil virkni í Kötlu marga mánuði á eftir."
20242602307,Kannski farbreytingin sem verður við svona stórt hlaup gæti komið að stað einhverri meiri virkni. En það eru bara ágiskanir.
20242602307,"Farbreytingarnar sem verða undir jöklinum þegar hlaupvatnið fer af stað, þær geta komið af stað skjálftavirkni og við sjáum það mjög oft. Það er í raun ein af aðferðunum sem við notum til að vara við yfirvofandi hlaupi, það er merki á skjálftamælum."
20242602307,"Það er fljótt að sjatna í ánum, ég held að til að taka ákvörðun um ferðalög næstu helgi ætti að bíða þangað til líður nær helgi. Það segir okkur frekar hvernig ástandið verður þá,"
20242602307,Þetta sem er í gangi núna ætti nú að vera búið þá.
20242602311,"Það er óvanalegt að þyrlusveitin sé kölluð út í svona stutt flug, þetta gerist varla styttra,"
20242602316,"Við unnum, það vita það allir,"
20242602325,"Þetta eru blendnar tilfinningar. Það er auðvitað frábært að ná að jafna á lokamínútunni en við vorum með mikla yfirburði í þessum leik og hefðum átt að nýta það betur. Við vorum miklu betri í fyrri hálfleik og á löngum köflum í seinni hálfleik. Við náðum hins vegar að nýta færin og því fór sem fór,"
20242602325,"Það slökknaði á okkur í rúmar 10 mínútur og þeir gerðu vel í að skora tvö mörk á þeim kafla. Þetta er bara saga sumarsins. Við höfum náð góðum spilköflum í öllum leikjum sumarsins og oftar en ekki berið sterkari aðilinn án þess að ná að sigla sigrum heim,"
20242602325,"Við erum að leka mörkum og við þurfum einfaldlega að fara að leggja meira á okkur. Það er heiður að spila fyrir okkur og við þurfum að klára hlaupin okkar í varnarleikinum. Spila bara fyrir merkið og sýna meiri dugnað þegar kemur að því að verjast,"
20242602325,"Við erum að spila vel úti á vellinum en eins og í kvöld þá fæ ég færi til þess að koma okkur í 2-0 og það hefði breytt stöðunni umtalsvert. Við þurfum að klára færin betur og vera meira sharp þegar við erum að verjast í okkar vítateig,"
20242602325,"Við erum í fallbaráttu eins og staðan er núna en það er nóg af leikjum eftir til þess að klífa upp töfluna. Það er bara áfram gakk og fara að spila heilan leik jafn vel og við gerðum lungann úr þessum leik. Við höfum sýnt í allt sumar hvað við getum en við þurfum að gera betur í vítateigunum,"
20242602331,"Það má ekki verða niðurstaðan að Helgi Magnús Gunnarsson verði hrakinn úr embætti vararíkissaksóknara að kröfu öfgamanna! Maðurinn hefur mátt þola margra ára hótanir gagnvart sjálfum sér og fjölskyldu sinni án eðlilegra viðbragða eða stuðnings frá yfirvöldum,"
20242602331,"Ég skora á Guðrúnu Hafsteinsdóttur að fallast hvorki á varanlega né tímabundna lausn Helga frá störfum. Það er hlutverk stjórnkerfisins að verja borgarana. Ef stjórnvöld bugast gagnvart valdbeitingu erum við komin í samfélagslegt þrot,"
20242602331,"Það eina sem stoppar þá er hnefinn, valdbeiting. Ekki er alls staðar sú sama afstaða til laga og réttar og hjá okkur. En við verðum að sætta okkur við það,"
20242602404,"hafði þarna unnið sitt fyrsta víg er hann vóg Grím son Heggs á Heggstöðum eftir að Grímur hafði leikið hann illa í knattleik. Egill var þá á sjöunda vetri en Grímur var ellefu eða tíu vetra og sterkur eftir aldri,"
20242602422,"Það lítur kannski út fyrir ykkur eins og það hafi verið tveir að keppa á skylmingapallinum í dag en þeir voru reyndar þrír. Það var ég, andstæðingur minn og líka ófædda litla barnið mitt,"
20242602422,"Ég og barnið mitt höfum fengið okkar góða skerf af áskorunum, bæði líkamlega og andlega. Rússíbani meðgöngunnar er erfiður einn og sér en að halda sér einnig gangandi í íþróttinni sinni á sama tíma var mjög erfitt. Þetta var samt þess virði,"
20242602422,"Ég skrifa þessa færslu full af stolti eftir að hafa tryggt mér sæti í sextán manna úrslitunum. Ég er heppin að hafa traust eiginmanns míns sem og fjölskyldu minnar sem hjálpuðu mér að ná svona langt,"
20242602422,"Þessir Ólympíuleikar voru öðruvísi. Þriðju Ólympíuleikarnir mínir en að þessu sinni gekk ég líka með lítið Ólympíubarn,"
20242602427,"Þeir lágu á þeim, ég get alveg tekið undir það en að þeir hafi fengið mikið af opnum færum, alls ekki,"
20242602427,"Mér fannst þeir aldrei skapa mikið af færum,"
20242602427,"Ég hafði það alltaf á tilfinningunni að ef Valsliðið myndi skora snemma í seinni hálfleik þá kæmi eitthvað panikk í Framliðið og að þetta myndi snúast við,"
20242602427,"Þetta tap kom svolítið á óvart því maður hélt kannski að þeir væru aðeins að, ég segi ekki að hrökkva í gang. Ég varð fyrir vonbrigðum með Gylfa í gær,"
20242602427,"Það var kannski vel gert hjá Fram að halda honum út úr leiknum. Ég sá hann mjög lítið í fyrri hálfleik,"
20242602427,"Ég var að sýna þér af hverju hann sást ekki í þessum leik. Það var af því að Bjarni gat ekki komið boltanum í þessi svæði og þeir fundu hann ekki,"
20242602427,"Gylfi er lykillinn að þessu hjá þeim. Hann er í rauninni besti leikmaðurinn í deildinni. Ef þú ert að tala um möguleika þeirra úti á móti St. Mirren þá eru þeir alveg hverfandi,"
20242602430,"Við vorum svo glöð í gær af því að við náðum fjórum miðum. Vandamálið var bara að það var fyrir keppni í leirdúfuskotfmi,"
20242602457,"Margir hljóta sár sem breyta lífi þeirra,"
20242602457,Margir geta ekki haldið áfram sem bréfberar sökum líkamlegra og andlegra áhrifa þessara árása.
20242602457,"Ég beygði mig niður til að ná í póstinn, til að rétta honum hann, og það næsta sem ég veit er að það er hundur á andlitinu mínu, bókstaflega á andlitinu mínu,"
20242602460,"Þó að samstarfið við dönsk stjórnvöld sé gott er einhugur á þinginu um að við eigum að auka umsvif okkar á alþjóðavísum,"
20242602460,"Og nú er þolinmæði okkar gagnvart Norðurlandaráði á þrotum. Í hálfa öld höfum við reynt að fá fulla aðild - án árangurs,"
20242602460,"Stundum er svo fáránlega sagt að Færeyjar séu bara eins og smábær. En ef við hugsum um hve mikið við sköpum, hve vel við höfum skipulagt okkur, hve langt við erum komin og allt sem við höfum gert, þá er það rangt,"
20242602460,"Því, hvaða bær hefur sinfóníu, rithöfunda, tónlistafólk og leiklistafólk? Hvaða bær hefur svo margt íþróttafólk í fremstu röð? Á EM, HM og nú tvo á Ólympíuleikunum? Í hvaða bæ kemur fólkið saman til að syngja eigin lög á eigin máli á þjóðhátíðardaginn?"
20242602462,neyðarstaða væri komin upp varðandi annan leikskóla sem þurfti að flytja úr sínu húsnæði vegna rakamála og þurfti á eldra húsnæði Brákarborgar að halda
20242602466,"Ég þarf aðeins að jarða hérna fyrir sunnan og svo er ég bara farin norður,"
20242602466,"Já, þetta voru erfiðar aðstæður. En ég hef starfað sem prestur í rúm þrjátíu ár og alltaf í Reykjavík."
20242602466,"Amma mín og afi voru prestshjón á Möðruvöllum. Davíð var einn af þeirra góðu vinum. Hann var oft á ferð í sveitinni, og átti sitt fasta herbergi hjá afa og ömmu. Eitt sinn voru aðrir gestir í „herberginu hans"
20242602466,"herberginu hans“ og þá fór hann í fússi. Honum fannst hann eiga þetta herbergi,"
20242602466,"Ég heyrði þetta af og til, þessa miklu og djúpu rödd, þú mikli eilífi andi… Já, Davíð er heimilisvinur hjá mér þó hann væri löngu dáinn, hann fylgdi pabba. Konan sem kyndir ofninn minn, sem er mitt uppáhald."
20242602466,Og þess vegna varð ég hoppandi glöð að geta byrjað svona með stæl. Fá að vera í Davíðshúsi.
20242602481,Ég er gríðarlega ánægður að Nim komi aftur í KR og sýnir það hversu vel honum leið hjá okkur. Nim var frábær fyrir okkur í fyrra og var hann þá að koma til baka eftir erfið meiðsli. Ferill hans sýnir að hann hefur spilað vel á góðu leveli í Evrópu og trúi ég að hann komist aftur á þann stað.
20242602486,"Þetta eru hefðbundnar aðferðir öfgavinstrisins. Við verðum að gæta okkar, spurningin er hvort að þeim hafi verið stýrt eða hvort að þetta var í þeirra eigin þágu. Það er fólk sem getur nálgast þessa hreyfingu,"
20242602486,"Þetta var undirbúin aðgerð. Ef þetta var ekki fólk sem vinnur fyrir okkur þá var þetta fólk sem hafði upplýsingar,"
20242602491,"Það er skrítið að skrifa þessa slysasögu núna tveimur vikum eftir að þetta gerðist, ég veit ekki alveg tilganginn nema koma þessu á blað og segja ykkur hvað gerðist og það sé núna í lagi með mig, þótt ég hverfi af vettvangi í þónokkuð langan tíma ... Ég þarf ekki vorkunn, fóturinn er fastur á og ég fékk frábæra þjónustu,"
20242602491,"Þórsmörk er uppáhaldsstaðurinn okkar. Að hjóla með yndislega unglingsbarninu mínu var geggjað,"
