whisper_s38-003321.wav;S;Eyvör gat verið algjör stríðnispúki en Ásta trúði ekki að þetta væri prakkarastrik.;3;3146;3;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
whisper_s38-004556.wav;S;Þetta er handa þér, sagði hann, og rétti munkinum einn hlutann.;3;4330;3;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
whisper_s38-004992.wav;S;Ég efast ekkert um, að slíkt mundi vekja heimsathygli og þeir mundu skelfast við það.;3;4743;3;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
whisper_s38-006267.wav;S;Þá þrengja stjórnvöld í Ísrael að íbúum í Betlehem fæðingarbæ Krists.;3;5962;3;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
whisper_s38-008755.wav;S;Þau tóku svo tvö klassísk íslensk sönglög á sinn máta.;3;8329;3;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
whisper_s38-009767.wav;S;Hún hlær að slíkum samanburði.;3;9297;3;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
whisper_s38-013618.wav;S;Hvítu, beinaberu hendurnar hertu takið á hrífunni svo það strekktist á litlausri húðinni og kjúkurnar komu í ljós.;3;12938;3;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
whisper_s38-013888.wav;S;Allt annað eru hártoganir eins og málin standa nú fyrir þinginu.;3;13191;3;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
tiro_s38-001417.wav;S;Ég hef ekki orðið var við mikla andstöðu á þeim bæ hvað slík áform varðar.;1;1331;1;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
tiro_s38-001559.wav;S;Ég veit að við munum hittast öll að nýju.;1;1469;1;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
tiro_s38-003321.wav;S;Eyvör gat verið algjör stríðnispúki en Ásta trúði ekki að þetta væri prakkarastrik.;1;3146;1;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
tiro_s38-004556.wav;S;Þetta er handa þér, sagði hann, og rétti munkinum einn hlutann.;1;4330;1;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
tiro_s38-004992.wav;S;Ég efast ekkert um, að slíkt mundi vekja heimsathygli og þeir mundu skelfast við það.;1;4743;1;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
tiro_s38-006267.wav;S;Þá þrengja stjórnvöld í Ísrael að íbúum í Betlehem fæðingarbæ Krists.;1;5962;1;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
tiro_s38-008755.wav;S;Þau tóku svo tvö klassísk íslensk sönglög á sinn máta.;1;8329;1;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
tiro_s38-009767.wav;S;Hún hlær að slíkum samanburði.;1;9297;1;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
tiro_s38-013618.wav;S;Hvítu, beinaberu hendurnar hertu takið á hrífunni svo það strekktist á litlausri húðinni og kjúkurnar komu í ljós.;1;12938;1;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
tiro_s38-013888.wav;S;Allt annað eru hártoganir eins og málin standa nú fyrir þinginu.;1;13191;1;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
mms_s38-001417.wav;S;Ég hef ekki orðið var við mikla andstöðu á þeim bæ hvað slík áform varðar.;2;1331;2;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
mms_s38-001559.wav;S;Ég veit að við munum hittast öll að nýju.;2;1469;2;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
mms_s38-003321.wav;S;Eyvör gat verið algjör stríðnispúki en Ásta trúði ekki að þetta væri prakkarastrik.;2;3146;2;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
mms_s38-004556.wav;S;Þetta er handa þér, sagði hann, og rétti munkinum einn hlutann.;2;4330;2;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
mms_s38-004992.wav;S;Ég efast ekkert um, að slíkt mundi vekja heimsathygli og þeir mundu skelfast við það.;2;4743;2;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
mms_s38-006267.wav;S;Þá þrengja stjórnvöld í Ísrael að íbúum í Betlehem fæðingarbæ Krists.;2;5962;2;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
mms_s38-008755.wav;S;Þau tóku svo tvö klassísk íslensk sönglög á sinn máta.;2;8329;2;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
mms_s38-009767.wav;S;Hún hlær að slíkum samanburði.;2;9297;2;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
mms_s38-013618.wav;S;Hvítu, beinaberu hendurnar hertu takið á hrífunni svo það strekktist á litlausri húðinni og kjúkurnar komu í ljós.;2;12938;2;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
mms_s38-013888.wav;S;Allt annað eru hártoganir eins og málin standa nú fyrir þinginu.;2;13191;2;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
mms_finetuned_s38-001417.wav;S;Ég hef ekki orðið var við mikla andstöðu á þeim bæ hvað slík áform varðar.;4;1331;4;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
mms_finetuned_s38-001559.wav;S;Ég veit að við munum hittast öll að nýju.;4;1469;4;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
mms_finetuned_s38-003321.wav;S;Eyvör gat verið algjör stríðnispúki en Ásta trúði ekki að þetta væri prakkarastrik.;4;3146;4;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
mms_finetuned_s38-004556.wav;S;Þetta er handa þér, sagði hann, og rétti munkinum einn hlutann.;4;4330;4;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
mms_finetuned_s38-004992.wav;S;Ég efast ekkert um, að slíkt mundi vekja heimsathygli og þeir mundu skelfast við það.;4;4743;4;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
mms_finetuned_s38-006267.wav;S;Þá þrengja stjórnvöld í Ísrael að íbúum í Betlehem fæðingarbæ Krists.;4;5962;4;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
mms_finetuned_s38-008755.wav;S;Þau tóku svo tvö klassísk íslensk sönglög á sinn máta.;4;8329;4;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
mms_finetuned_s38-009767.wav;S;Hún hlær að slíkum samanburði.;4;9297;4;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
mms_finetuned_s38-013618.wav;S;Hvítu, beinaberu hendurnar hertu takið á hrífunni svo það strekktist á litlausri húðinni og kjúkurnar komu í ljós.;4;12938;4;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
mms_finetuned_s38-013888.wav;S;Allt annað eru hártoganir eins og málin standa nú fyrir þinginu.;4;13191;4;;Gefðu þessari rödd einkunn út frá því hve vel þér líkar við hana.
